subj	trial	chimera	identity	orientation	rt	acc	group
7	142	R_L	other	upright	734.6	1	cg
7	143	R_R	other	upright	694.5	1	cg
7	144	R_R	self	upright	573.8	1	cg
7	145	L_R	other	upright	724.6	1	cg
7	146	R_L	self	upright	533.6	1	cg
7	147	R_L	self	upright	724.7	1	cg
7	148	L_L	self	upright	654.2	1	cg
7	149	R_R	other	upright	624	1	cg
7	150	R_L	other	upright	804.9	1	cg
7	151	L_R	other	upright	734.6	0	cg
7	152	R_R	other	upright	593.9	1	cg
7	153	R_L	other	upright	794.7	1	cg
7	154	L_L	self	upright	634.1	1	cg
7	155	L_L	self	upright	553.8	1	cg
7	156	L_R	other	upright	563.8	1	cg
7	157	L_L	other	upright	624	1	cg
7	158	L_L	other	upright	483.4	1	cg
7	159	R_L	self	upright	382.8	0	cg
7	160	R_L	other	upright	664.2	1	cg
8	1	L_R	self	upright	684.4	1	cg
8	2	R_L	other	upright	754.7	1	cg
8	3	L_R	self	upright	483.5	1	cg
8	4	L_R	self	upright	513.5	1	cg
8	5	R_R	other	upright	664.2	1	cg
8	6	L_R	self	upright	503.4	1	cg
8	7	R_R	other	upright	724.7	1	cg
8	8	R_L	self	upright	473.3	1	cg
8	9	R_L	other	upright	634.2	1	cg
8	10	L_L	other	upright	794.7	1	cg
8	11	L_L	other	upright	563.8	1	cg
8	12	R_R	self	upright	644.2	1	cg
8	13	R_R	other	upright	594	1	cg
8	14	R_R	self	upright	664.5	1	cg
8	15	R_L	self	upright	674.3	1	cg
8	16	R_R	other	upright	574.1	1	cg
8	17	R_L	other	upright	684.4	1	cg
8	18	L_L	other	upright	845.2	1	cg
8	19	R_L	self	upright	614	1	cg
8	20	L_R	self	upright	664.4	1	cg
8	21	L_L	self	upright	603.9	1	cg
8	22	R_R	other	upright	634.1	1	cg
8	23	R_R	self	upright	584	1	cg
8	24	R_R	self	upright	674.5	1	cg
8	25	R_L	self	upright	594.1	1	cg
8	26	R_R	self	upright	654.3	1	cg
8	27	R_L	other	upright	754.8	1	cg
8	28	L_L	other	upright	794.9	1	cg
8	29	L_R	other	upright	644.3	1	cg
8	30	L_R	other	upright	694.4	1	cg
8	31	L_L	other	upright	915.7	1	cg
8	32	R_L	self	upright	644.2	1	cg
8	33	L_R	other	upright	523.6	1	cg
8	34	R_R	self	upright	624.1	1	cg
8	35	L_R	self	upright	654.3	1	cg
8	36	L_L	self	upright	453.5	1	cg
8	37	R_R	self	upright	483.6	1	cg
8	38	L_R	other	upright	533.6	1	cg
8	39	R_L	other	upright	714.5	1	cg
8	40	R_L	self	upright	533.7	1	cg
8	41	R_L	self	upright	634.1	1	cg
8	42	L_L	other	upright	724.6	1	cg
8	43	R_R	self	upright	704.5	1	cg
8	44	L_L	self	upright	644.1	1	cg
8	45	L_L	other	upright	634.6	1	cg
8	46	R_L	self	upright	533.6	1	cg
8	47	R_R	self	upright	553.7	1	cg
8	48	L_L	other	upright	614	1	cg
8	49	L_R	self	upright	553.8	1	cg
8	50	L_R	self	upright	624.1	1	cg
8	51	R_L	other	upright	895.4	1	cg
8	52	L_L	other	upright	583.8	1	cg
8	53	R_L	self	upright	573.9	1	cg
8	54	R_R	self	upright	583.8	1	cg
8	55	R_L	other	upright	573.8	1	cg
8	56	R_R	other	upright	654.3	1	cg
8	57	L_R	other	upright	724.5	1	cg
8	58	R_L	other	upright	523.7	1	cg
8	59	L_L	self	upright	523.6	1	cg
8	60	L_R	other	upright	513.8	1	cg
8	61	R_L	other	upright	523.8	1	cg
8	62	L_R	other	upright	583.9	1	cg
8	63	L_R	other	upright	563.8	1	cg
8	64	R_R	other	upright	473.8	1	cg
8	65	L_L	self	upright	573.8	1	cg
8	66	L_R	self	upright	644.2	1	cg
8	67	R_R	other	upright	503.8	1	cg
8	68	L_L	other	upright	624	1	cg
8	69	L_R	other	upright	644.2	1	cg
8	70	R_R	other	upright	533.7	1	cg
8	71	R_L	self	upright	563.8	1	cg
8	72	R_R	other	upright	503.4	1	cg
8	73	R_L	other	upright	433.8	1	cg
8	74	L_L	self	upright	533.9	1	cg
8	75	L_L	self	upright	553.8	1	cg
8	76	L_L	self	upright	543.6	1	cg
8	77	L_R	self	upright	503.5	1	cg
8	78	L_R	other	upright	583.8	1	cg
8	79	L_L	self	upright	503.4	1	cg
8	80	L_L	self	upright	543.8	1	cg
8	81	L_L	self	inverted	734.9	1	cg
8	82	R_L	self	inverted	624.5	1	cg
8	83	R_R	other	inverted	1036.5	1	cg
8	84	L_L	self	inverted	594.1	1	cg
8	85	R_L	self	inverted	593.9	1	cg
8	86	R_L	other	inverted	654.3	1	cg
8	87	L_L	other	inverted	794.9	1	cg
8	88	L_R	self	inverted	704.6	1	cg
8	89	R_R	self	inverted	694.5	1	cg
8	90	L_L	other	inverted	744.6	1	cg
8	91	L_R	self	inverted	795.3	1	cg
8	92	L_L	other	inverted	774.8	1	cg
8	93	R_R	self	inverted	604.3	1	cg
8	94	L_R	other	inverted	654.8	1	cg
8	95	L_R	self	inverted	925.6	1	cg
8	96	L_L	self	inverted	583.9	1	cg
8	97	R_L	self	inverted	614	1	cg
8	98	R_L	other	inverted	634.1	1	cg
8	99	R_L	other	inverted	624.1	1	cg
8	100	L_L	other	inverted	704.5	1	cg
8	101	R_L	other	inverted	634.3	1	cg
8	102	R_R	self	inverted	523.6	0	cg
8	103	R_R	other	inverted	975.9	1	cg
8	104	R_R	self	inverted	784.8	1	cg
8	105	R_R	self	inverted	915.6	1	cg
8	106	L_L	self	inverted	825.1	1	cg
8	107	L_L	other	inverted	845.2	1	cg
8	108	L_L	other	inverted	684.4	1	cg
8	109	L_R	self	inverted	714.7	1	cg
8	110	R_R	self	inverted	784.9	1	cg
8	111	R_L	other	inverted	684.4	1	cg
8	112	R_R	self	inverted	774.8	1	cg
8	113	R_R	other	inverted	644.2	1	cg
8	114	R_R	self	inverted	604.2	1	cg
8	115	L_R	other	inverted	493.3	1	cg
8	116	L_L	self	inverted	583.8	0	cg
8	117	R_L	other	inverted	835.1	1	cg
8	118	L_R	self	inverted	704.4	1	cg
8	119	L_R	self	inverted	704.7	1	cg
8	120	L_R	other	inverted	624.3	1	cg
8	121	L_L	other	inverted	815	1	cg
8	122	L_L	self	inverted	563.8	1	cg
8	123	L_R	self	inverted	825.3	1	cg
8	124	R_R	other	inverted	553.7	1	cg
8	125	L_R	self	inverted	563.8	1	cg
8	126	L_L	other	inverted	714.6	1	cg
8	127	L_R	other	inverted	684.3	1	cg
8	128	L_L	other	inverted	745.1	1	cg
8	129	R_L	self	inverted	583.9	1	cg
8	130	R_R	other	inverted	634.4	1	cg
8	131	R_R	other	inverted	715	1	cg
8	132	L_R	other	inverted	563.8	1	cg
8	133	R_L	self	inverted	704.6	1	cg
8	134	R_L	self	inverted	493.8	1	cg
8	135	R_R	other	inverted	654.2	1	cg
8	136	L_R	self	inverted	744.7	1	cg
8	137	R_L	other	inverted	805	1	cg
8	138	L_L	self	inverted	724.8	1	cg
8	139	L_R	self	inverted	855.2	1	cg
8	140	L_R	other	inverted	654.3	1	cg
8	141	L_L	self	inverted	584	1	cg
8	142	R_L	other	inverted	724.6	1	cg
8	143	L_R	other	inverted	573.7	1	cg
8	144	L_R	other	inverted	604.5	1	cg
8	145	R_L	self	inverted	533.6	1	cg
8	146	R_R	self	inverted	654.3	1	cg
8	147	L_L	self	inverted	563.7	1	cg
8	148	R_L	self	inverted	754.7	1	cg
8	149	R_L	self	inverted	644.1	1	cg
8	150	L_R	other	inverted	583.8	1	cg
8	151	R_R	self	inverted	734.5	1	cg
8	152	L_R	other	inverted	855.5	1	cg
8	153	R_R	other	inverted	583.9	1	cg
8	154	R_R	other	inverted	513.4	1	cg
8	155	R_R	other	inverted	563.7	1	cg
8	156	R_L	self	inverted	664.3	1	cg
8	157	R_L	other	inverted	614	1	cg
8	158	R_L	other	inverted	574	1	cg
8	159	L_L	other	inverted	604.1	1	cg
8	160	L_L	self	inverted	513.5	1	cg
12	1	R_L	self	inverted	1418.3	1	cp
12	2	L_R	other	inverted	704.5	1	cp
12	3	R_L	other	inverted	905.3	1	cp
12	4	R_R	self	inverted	1639	1	cp
12	5	R_R	self	inverted	805	1	cp
12	6	R_R	other	inverted	674.4	1	cp
12	7	L_L	self	inverted	734.5	1	cp
12	8	L_R	self	inverted	593.9	1	cp
12	9	R_L	self	inverted	865.3	1	cp
12	10	R_R	self	inverted	674.2	1	cp
12	11	L_R	self	inverted	513.3	1	cp
12	12	L_R	other	inverted	1006	0	cp
12	13	R_R	other	inverted	784.8	1	cp
12	14	R_R	self	inverted	553.6	1	cp
12	15	R_R	self	inverted	794.8	1	cp
12	16	L_L	other	inverted	634	1	cp
12	17	L_R	other	inverted	473.4	0	cp
12	18	L_R	other	inverted	1076.5	1	cp
12	19	R_R	other	inverted	573.9	1	cp
12	20	L_R	self	inverted	644.2	1	cp
12	21	R_L	self	inverted	603.9	1	cp
12	22	L_L	self	inverted	724.5	1	cp
12	23	R_R	self	inverted	523.6	1	cp
12	24	L_R	other	inverted	654	1	cp
12	25	L_L	self	inverted	503.6	1	cp
12	26	R_L	self	inverted	644.1	1	cp
12	27	L_R	self	inverted	533.7	1	cp
12	28	R_L	other	inverted	764.8	1	cp
12	29	L_L	other	inverted	875.3	1	cp
12	30	R_L	other	inverted	1498.4	1	cp
12	31	R_L	self	inverted	1307.5	1	cp
12	32	L_R	other	inverted	1578.8	1	cp
12	33	R_R	self	inverted	583.8	1	cp
12	34	L_L	self	inverted	583.8	1	cp
12	35	L_R	self	inverted	704.4	1	cp
12	36	L_L	other	inverted	613.9	1	cp
12	37	R_L	self	inverted	664.2	1	cp
12	38	L_L	self	inverted	845.4	1	cp
12	39	R_L	self	inverted	855.4	1	cp
12	40	L_L	other	inverted	905.6	1	cp
12	41	L_L	self	inverted	583.9	1	cp
12	42	R_L	other	inverted	634.1	1	cp
12	43	L_R	self	inverted	463.3	1	cp
12	44	L_R	other	inverted	694.5	0	cp
12	45	R_L	other	inverted	1106.3	1	cp
12	46	R_L	other	inverted	1086.3	1	cp
12	47	L_R	other	inverted	583.8	1	cp
12	48	L_L	other	inverted	714.4	1	cp
12	49	R_L	self	inverted	483.2	1	cp
12	50	L_R	self	inverted	774.7	1	cp
12	51	R_R	other	inverted	704.3	1	cp
12	52	R_L	other	inverted	503.4	0	cp
12	53	L_R	self	inverted	875.2	1	cp
12	54	L_L	self	inverted	694.5	1	cp
12	55	L_L	other	inverted	865.3	1	cp
12	56	L_R	other	inverted	1015.9	1	cp
12	57	R_R	self	inverted	684.5	1	cp
12	58	R_R	self	inverted	714.5	1	cp
12	59	L_R	self	inverted	895.4	1	cp
12	60	R_R	self	inverted	654.3	1	cp
12	61	R_R	other	inverted	865.2	0	cp
12	62	R_L	other	inverted	885.3	1	cp
12	63	R_R	other	inverted	684.2	1	cp
12	64	R_L	self	inverted	1347.5	1	cp
12	65	R_L	self	inverted	533.7	1	cp
12	66	L_L	other	inverted	795	1	cp
12	67	L_L	self	inverted	583.8	0	cp
12	68	R_R	other	inverted	875.3	1	cp
12	69	L_L	other	inverted	1046.1	1	cp
12	70	L_L	self	inverted	1186.6	1	cp
12	71	L_L	other	inverted	2221.9	1	cp
12	72	R_R	other	inverted	1709.1	1	cp
12	73	L_R	self	inverted	835.1	1	cp
12	74	R_R	other	inverted	754.7	1	cp
12	75	R_R	other	inverted	815.2	1	cp
12	76	L_L	other	inverted	1187.3	1	cp
12	77	R_L	other	inverted	885.4	1	cp
12	78	L_R	other	inverted	965.8	1	cp
12	79	R_L	other	inverted	875.3	1	cp
12	80	L_L	self	inverted	654.1	1	cp
12	81	R_L	self	upright	704.5	1	cp
12	82	R_R	self	upright	453.1	1	cp
12	83	R_R	other	upright	483.3	1	cp
12	84	R_L	other	upright	513.4	1	cp
12	85	R_R	other	upright	433	1	cp
12	86	R_L	self	upright	493.4	1	cp
12	87	L_L	other	upright	403	0	cp
12	88	L_R	self	upright	694.4	1	cp
12	89	R_R	other	upright	623.9	1	cp
12	90	R_L	self	upright	684.4	1	cp
12	91	L_L	self	upright	694.3	1	cp
12	92	R_L	other	upright	613.9	1	cp
12	93	R_R	self	upright	473.3	1	cp
12	94	R_L	self	upright	573.7	1	cp
12	95	R_R	self	upright	402.9	1	cp
12	96	R_R	self	upright	433.1	1	cp
12	97	L_R	self	upright	533.6	1	cp
12	98	L_R	other	upright	573.8	1	cp
12	99	L_R	other	upright	493.4	1	cp
12	100	L_R	self	upright	463.3	1	cp
12	101	R_L	other	upright	734.9	1	cp
12	102	L_R	other	upright	593.8	1	cp
12	103	L_L	other	upright	634.6	1	cp
12	104	L_R	self	upright	533.8	1	cp
12	105	L_R	self	upright	393	1	cp
12	106	L_R	self	upright	433.1	1	cp
12	107	R_L	other	upright	543.7	1	cp
12	108	L_R	self	upright	985.7	1	cp
12	109	L_R	other	upright	623.9	1	cp
12	110	L_R	other	upright	754.7	1	cp
12	111	R_L	other	upright	503.4	1	cp
12	112	L_R	other	upright	453.3	1	cp
12	113	R_L	other	upright	463.2	1	cp
12	114	R_L	self	upright	493.4	1	cp
12	115	L_R	other	upright	282.3	0	cp
12	116	L_L	self	upright	593.8	1	cp
12	117	L_L	self	upright	443.2	1	cp
12	118	R_R	self	upright	573.7	1	cp
12	119	R_R	other	upright	654.1	1	cp
12	120	R_L	other	upright	584	1	cp
12	121	R_L	self	upright	543.6	1	cp
12	122	R_L	self	upright	885.4	1	cp
12	123	L_L	other	upright	573.9	1	cp
12	124	L_R	other	upright	754.7	1	cp
12	125	R_L	self	upright	553.6	1	cp
12	126	R_L	self	upright	583.7	1	cp
12	127	L_L	self	upright	372.8	1	cp
12	128	L_L	other	upright	533.6	1	cp
12	129	L_L	self	upright	553.7	1	cp
12	130	R_R	other	upright	593.7	1	cp
12	131	L_L	other	upright	694.3	1	cp
12	132	L_R	other	upright	533.7	1	cp
12	133	L_L	other	upright	604.1	1	cp
12	134	R_R	other	upright	382.8	1	cp
12	135	L_L	other	upright	563.8	1	cp
12	136	R_R	other	upright	412.9	1	cp
12	137	R_R	self	upright	503.3	1	cp
12	138	R_R	self	upright	483.3	1	cp
12	139	L_L	self	upright	463.3	1	cp
12	140	R_R	other	upright	754.6	1	cp
12	141	L_L	other	upright	513.4	1	cp
12	142	L_L	self	upright	694.3	1	cp
12	143	R_R	other	upright	583.9	1	cp
12	144	L_R	other	upright	563.7	1	cp
12	145	L_R	self	upright	553.5	1	cp
12	146	R_R	other	upright	604	1	cp
12	147	R_R	self	upright	453.1	1	cp
12	148	L_L	other	upright	523.5	0	cp
12	149	R_L	self	upright	463.3	1	cp
12	150	L_L	self	upright	463.2	1	cp
12	151	L_L	self	upright	644	1	cp
12	152	L_R	self	upright	493.4	1	cp
12	153	R_L	other	upright	573.8	1	cp
12	154	R_R	self	upright	473.3	1	cp
12	155	L_L	self	upright	312.5	1	cp
12	156	L_R	self	upright	574.3	1	cp
12	157	R_L	other	upright	603.9	1	cp
12	158	L_L	other	upright	865.3	1	cp
12	159	R_R	self	upright	412.9	1	cp
12	160	R_L	other	upright	654.1	1	cp
13	1	L_L	other	inverted	453.3	0	cp
13	2	R_R	other	inverted	614	1	cp
13	3	L_L	self	inverted	855.4	1	cp
13	4	R_R	other	inverted	654.4	0	cp
13	5	L_R	self	inverted	905.4	1	cp
13	6	L_L	self	inverted	835.3	1	cp
13	7	R_R	self	inverted	875.5	1	cp
13	8	R_L	other	inverted	865.4	0	cp
13	9	L_R	other	inverted	1006	1	cp
13	10	R_R	other	inverted	885.4	1	cp
13	11	L_L	other	inverted	795.5	1	cp
13	12	R_L	self	inverted	885.8	1	cp
13	13	L_L	self	inverted	865.7	1	cp
13	14	R_L	self	inverted	634	1	cp
13	15	L_L	self	inverted	584.1	1	cp
13	16	R_L	self	inverted	845.2	1	cp
13	17	R_R	self	inverted	644.3	1	cp
13	18	R_R	self	inverted	1146.9	1	cp
13	19	R_R	self	inverted	725.4	1	cp
13	20	L_R	other	inverted	745.3	1	cp
13	21	L_R	self	inverted	724.6	1	cp
13	22	R_L	self	inverted	714.6	1	cp
13	23	L_L	other	inverted	785	0	cp
13	24	R_R	self	inverted	623.9	1	cp
13	25	R_L	self	inverted	684.3	1	cp
13	26	R_L	other	inverted	764.7	1	cp
13	27	L_R	other	inverted	754.8	1	cp
13	28	L_L	self	inverted	583.9	1	cp
13	29	R_R	other	inverted	825.3	0	cp
13	30	R_L	self	inverted	1116.6	1	cp
13	31	R_R	self	inverted	503.7	1	cp
13	32	L_R	other	inverted	694.6	1	cp
13	33	R_L	other	inverted	1066.4	0	cp
13	34	L_L	self	inverted	634.5	1	cp
13	35	L_L	self	inverted	765.2	1	cp
13	36	L_L	other	inverted	654.6	0	cp
13	37	R_R	other	inverted	825.2	0	cp
13	38	R_L	self	inverted	895.4	1	cp
13	39	R_R	other	inverted	1026.2	1	cp
13	40	L_L	self	inverted	574.1	1	cp
13	41	R_R	other	inverted	835.7	1	cp
13	42	L_L	self	inverted	1197	1	cp
13	43	L_R	self	inverted	624.5	1	cp
13	44	L_R	other	inverted	935.6	1	cp
13	45	L_R	other	inverted	855.3	1	cp
13	46	R_R	self	inverted	483.3	1	cp
13	47	R_L	self	inverted	775	1	cp
13	48	L_R	self	inverted	855.1	1	cp
13	49	R_R	other	inverted	604	1	cp
13	50	R_R	self	inverted	845.7	0	cp
13	51	L_L	other	inverted	785.5	0	cp
13	52	R_L	other	inverted	825.6	0	cp
13	53	L_L	other	inverted	1549.1	1	cp
13	54	L_R	self	inverted	754.7	1	cp
13	55	R_R	self	inverted	905.4	0	cp
13	56	R_L	other	inverted	866	0	cp
13	57	L_L	self	inverted	815	1	cp
13	58	L_R	other	inverted	684.3	0	cp
13	59	L_R	self	inverted	674.4	1	cp
13	60	R_L	other	inverted	825.1	1	cp
13	61	R_L	other	inverted	1418.3	1	cp
13	62	R_R	other	inverted	986.2	1	cp
13	63	L_R	self	inverted	815	1	cp
13	64	L_R	other	inverted	986	0	cp
13	65	L_L	other	inverted	966.2	0	cp
13	66	L_R	self	inverted	1488.5	1	cp
13	67	L_R	other	inverted	1227.5	1	cp
13	68	R_L	other	inverted	684.3	1	cp
13	69	R_L	other	inverted	975.7	0	cp
13	70	R_R	other	inverted	593.8	1	cp
13	71	L_L	other	inverted	755.1	0	cp
13	72	L_R	other	inverted	815.7	0	cp
13	73	R_L	self	inverted	694.6	1	cp
13	74	R_R	self	inverted	734.9	1	cp
13	75	L_L	other	inverted	855.2	0	cp
13	76	L_R	self	inverted	744.8	1	cp
13	77	L_L	other	inverted	674.4	0	cp
13	78	L_R	self	inverted	644.1	1	cp
13	79	R_L	self	inverted	574	1	cp
13	80	R_L	other	inverted	513.7	0	cp
13	81	L_R	self	upright	875.3	1	cp
13	82	R_R	self	upright	724.4	1	cp
13	83	L_R	other	upright	785	1	cp
13	84	R_L	other	upright	654.3	1	cp
13	85	R_L	other	upright	815.1	0	cp
13	86	R_L	other	upright	1077	1	cp
13	87	R_L	self	upright	794.8	1	cp
13	88	R_R	other	upright	664.5	1	cp
13	89	L_L	other	upright	855.3	1	cp
13	90	R_R	other	upright	795	1	cp
13	91	R_L	self	upright	634.2	1	cp
13	92	L_L	self	upright	634.1	1	cp
13	93	L_L	self	upright	423.5	1	cp
13	94	R_R	other	upright	730.1	1	cp
13	95	L_L	other	upright	845.7	1	cp
13	96	R_L	self	upright	999.2	1	cp
13	97	L_R	self	upright	524.1	1	cp
13	98	R_L	self	upright	685.6	1	cp
13	99	L_L	self	upright	413.9	1	cp
13	100	L_L	self	upright	525.3	1	cp
13	101	L_L	self	upright	475	1	cp
13	102	R_R	self	upright	574.6	1	cp
13	103	R_L	self	upright	676.9	1	cp
13	104	R_R	other	upright	796	1	cp
13	105	L_R	other	upright	725.8	1	cp
13	106	R_R	other	upright	504	1	cp
13	107	L_R	other	upright	635.3	1	cp
13	108	L_R	other	upright	494.4	1	cp
13	109	R_R	self	upright	585.2	0	cp
13	110	L_R	self	upright	595.6	1	cp
13	111	R_L	other	upright	756.3	1	cp
13	112	R_R	self	upright	998.1	1	cp
13	113	L_R	other	upright	636	1	cp
13	114	L_L	self	upright	768.6	1	cp
13	115	R_L	self	upright	514.3	1	cp
13	116	L_R	self	upright	675.7	1	cp
13	117	R_L	other	upright	695.5	1	cp
13	118	L_L	other	upright	1491.3	1	cp
13	119	R_R	other	upright	866.9	1	cp
13	120	L_R	other	upright	625.5	1	cp
13	121	R_L	other	upright	665.5	1	cp
13	122	L_R	self	upright	665	1	cp
13	123	L_R	other	upright	654.8	1	cp
13	124	L_R	other	upright	685.2	1	cp
13	125	R_L	other	upright	695.7	1	cp
13	126	L_R	other	upright	726.2	1	cp
13	127	L_L	other	upright	474.6	1	cp
13	128	R_R	other	upright	584.9	1	cp
13	129	L_L	self	upright	715.6	1	cp
13	130	L_L	other	upright	655.3	1	cp
13	131	R_L	self	upright	594.7	1	cp
13	132	L_L	self	upright	574.3	1	cp
13	133	R_R	self	upright	796.5	1	cp
13	134	L_L	other	upright	685.4	1	cp
13	135	L_L	other	upright	816.6	1	cp
13	136	L_R	self	upright	706.8	1	cp
13	137	R_R	other	upright	836.3	1	cp
13	138	L_L	other	upright	624.5	1	cp
13	139	R_L	self	upright	866.4	1	cp
13	140	L_L	self	upright	735.4	1	cp
13	141	L_L	other	upright	624.8	1	cp
13	142	L_R	self	upright	625.9	1	cp
13	143	R_L	other	upright	757.1	1	cp
13	144	R_L	other	upright	655.7	1	cp
13	145	R_R	other	upright	555.3	1	cp
13	146	R_R	self	upright	635.4	1	cp
13	147	L_R	other	upright	666	1	cp
13	148	R_R	self	upright	726.2	1	cp
13	149	R_L	self	upright	505.3	1	cp
13	150	R_L	other	upright	596.5	1	cp
13	151	L_L	self	upright	685.4	1	cp
13	152	L_R	self	upright	615.9	1	cp
13	153	L_R	self	upright	524.5	1	cp
13	154	L_L	other	upright	626.6	1	cp
13	155	L_R	self	upright	504.6	0	cp
13	156	R_R	self	upright	615.2	1	cp
13	157	R_L	self	upright	564.2	1	cp
13	158	R_R	self	upright	847.9	1	cp
13	159	R_R	self	upright	494.8	1	cp
13	160	R_R	other	upright	585.1	1	cp
15	1	R_L	self	upright	784.8	1	cg
15	2	L_R	other	upright	865.1	1	cg
15	3	L_R	other	upright	624.1	1	cg
15	4	R_R	self	upright	633.9	1	cg
15	5	L_R	other	upright	684.2	1	cg
15	6	L_L	other	upright	654.2	1	cg
15	7	R_L	other	upright	604	1	cg
15	8	L_L	self	upright	533.5	1	cg
15	9	L_L	other	upright	623.9	1	cg
15	10	L_R	self	upright	523.5	1	cg
15	11	L_L	self	upright	533.9	1	cg
15	12	R_L	self	upright	433.4	1	cg
15	13	R_R	other	upright	664.3	1	cg
15	14	L_L	other	upright	613.9	1	cg
15	15	L_L	self	upright	634	1	cg
15	16	L_L	self	upright	613.9	1	cg
15	17	R_L	self	upright	543.6	1	cg
15	18	R_L	other	upright	694.3	1	cg
15	19	R_L	other	upright	684.2	1	cg
15	20	R_R	self	upright	654	1	cg
15	21	R_L	other	upright	634	1	cg
15	22	L_L	other	upright	674.5	1	cg
15	23	R_L	self	upright	523.6	1	cg
15	24	L_R	other	upright	603.8	1	cg
15	25	L_L	other	upright	573.6	1	cg
15	26	R_R	other	upright	574.2	1	cg
15	27	L_R	self	upright	573.7	1	cg
15	28	L_L	other	upright	513.4	1	cg
15	29	L_L	self	upright	543.6	1	cg
15	30	R_R	self	upright	583.8	1	cg
15	31	L_L	other	upright	513.5	1	cg
15	32	L_R	self	upright	463.1	1	cg
15	33	R_R	self	upright	523.5	1	cg
15	34	R_R	self	upright	503.3	1	cg
15	35	R_R	other	upright	755.2	1	cg
15	36	L_R	other	upright	704.6	1	cg
15	37	L_L	other	upright	523.8	1	cg
15	38	R_R	self	upright	543.6	1	cg
15	39	L_L	self	upright	654.2	1	cg
15	40	L_R	other	upright	594	1	cg
15	41	R_R	other	upright	684.7	1	cg
15	42	L_R	self	upright	714.5	1	cg
15	43	L_L	self	upright	392.9	1	cg
15	44	R_R	other	upright	513.3	1	cg
15	45	R_L	other	upright	644.4	1	cg
15	46	R_L	self	upright	583.8	1	cg
15	47	L_L	self	upright	523.6	1	cg
15	48	R_L	other	upright	674.1	1	cg
15	49	R_R	self	upright	815	1	cg
15	50	L_R	self	upright	593.9	1	cg
15	51	R_L	other	upright	593.9	1	cg
15	52	R_R	self	upright	855	1	cg
15	53	L_R	self	upright	714.4	1	cg
15	54	R_R	other	upright	563.7	1	cg
15	55	L_R	self	upright	513.4	1	cg
15	56	R_R	self	upright	644.1	1	cg
15	57	R_L	other	upright	523.5	1	cg
15	58	R_L	other	upright	734.7	1	cg
15	59	R_R	other	upright	493.3	1	cg
15	60	R_L	self	upright	423	1	cg
15	61	L_R	other	upright	603.9	1	cg
15	62	R_R	self	upright	513.6	1	cg
15	63	L_R	self	upright	533.4	1	cg
15	64	L_L	self	upright	423	1	cg
15	65	R_R	other	upright	593.9	1	cg
15	66	L_L	self	upright	754.7	1	cg
15	67	R_R	other	upright	694.5	1	cg
15	68	R_L	self	upright	473.2	1	cg
15	69	R_L	self	upright	684.2	1	cg
15	70	L_L	other	upright	583.8	1	cg
15	71	L_R	other	upright	634.1	1	cg
15	72	R_L	other	upright	654.1	1	cg
15	73	L_R	other	upright	694.3	1	cg
15	74	R_L	self	upright	453.2	1	cg
15	75	R_L	self	upright	543.9	1	cg
15	76	L_R	self	upright	463.2	1	cg
15	77	L_R	self	upright	463.4	1	cg
15	78	L_R	other	upright	573.8	1	cg
15	79	R_R	other	upright	664.2	1	cg
15	80	L_L	other	upright	593.8	1	cg
15	81	R_R	other	inverted	814.9	1	cg
15	82	R_R	self	inverted	573.8	1	cg
15	83	L_L	other	inverted	714.5	1	cg
15	84	L_L	self	inverted	654.2	1	cg
15	85	L_L	other	inverted	644.1	1	cg
15	86	R_R	self	inverted	684.4	1	cg
15	87	L_R	other	inverted	674.4	1	cg
15	88	R_R	self	inverted	654.1	1	cg
15	89	R_R	self	inverted	553.6	1	cg
15	90	L_R	self	inverted	603.8	1	cg
15	91	R_R	self	inverted	654.1	1	cg
15	92	L_L	self	inverted	483.3	1	cg
15	93	L_R	self	inverted	423.1	1	cg
15	94	R_R	other	inverted	443	0	cg
15	95	R_L	self	inverted	513.3	1	cg
15	96	L_L	self	inverted	583.9	1	cg
15	97	L_R	other	inverted	744.5	1	cg
15	98	R_R	other	inverted	945.5	1	cg
15	99	R_R	other	inverted	764.7	1	cg
15	100	L_R	self	inverted	624.1	1	cg
15	101	L_R	other	inverted	604.1	1	cg
15	102	R_L	self	inverted	603.7	1	cg
15	103	L_L	self	inverted	543.6	1	cg
15	104	L_L	self	inverted	694.4	1	cg
15	105	R_L	other	inverted	714.8	1	cg
15	106	L_R	other	inverted	674.6	1	cg
15	107	R_L	self	inverted	745.4	1	cg
15	108	R_L	other	inverted	483.4	1	cg
15	109	R_R	other	inverted	774.7	1	cg
15	110	L_R	other	inverted	905.3	1	cg
15	111	L_L	self	inverted	604	1	cg
15	112	L_L	other	inverted	603.9	1	cg
15	113	R_L	other	inverted	654.1	1	cg
15	114	L_L	self	inverted	704.3	1	cg
15	115	R_L	other	inverted	744.5	1	cg
15	116	L_R	self	inverted	603.9	1	cg
15	117	L_L	other	inverted	593.8	1	cg
15	118	R_R	other	inverted	694.3	1	cg
15	119	L_L	self	inverted	714.3	1	cg
15	120	L_R	self	inverted	694.3	1	cg
15	121	L_R	other	inverted	613.9	1	cg
15	122	R_R	self	inverted	553.6	1	cg
15	123	R_L	self	inverted	583.9	1	cg
15	124	L_L	other	inverted	684.3	1	cg
15	125	R_R	self	inverted	593.9	1	cg
15	126	L_L	self	inverted	764.6	1	cg
15	127	R_L	self	inverted	583.6	1	cg
